integer-1,varchar-32,varchar-32,integer-1
87773,Scion,tC,1077
87793,Mercedes-Benz,M-Class,2480
87796,Pontiac,Firebird,6556
87827,Chevrolet,Corvette,5951
87849,Mercedes-Benz,S-Class,4983
87864,Mitsubishi,3000GT,1937
87867,Cadillac,DTS,316
87872,Mitsubishi,Tredia,2153
87885,Toyota,Yaris,2132
87891,Chevrolet,2500,1776
87904,Kia,Sorento,2871
87911,Mercury,Cougar,5936
87920,Buick,Skylark,5588
87929,Toyota,4Runner,7484
87934,Nissan,Versa,3263
87942,Ford,Club Wagon,2384
87952,Mazda,MX-5,6517
87955,Chevrolet,Tracker,1519
87962,Ford,Expedition EL,6513
87965,Ford,E250,3859
87979,Infiniti,FX,20
87979,GMC,2500 Club Coupe,5350
87981,Isuzu,Trooper,6749
87988,Mitsubishi,Tundra,4328
87988,Ford,Ranger,5228
87991,Toyota,TundraMax,4710
87993,Infiniti,I,4084
87998,Geo,Prizm,2197
88007,Dodge,Daytona,3264
88008,Ferrari,California,5339
88026,Toyota,Celica,5042
88058,Ferrari,F430,5796
88067,BMW,X3,7518
88072,Lexus,LX,1111
88084,Chevrolet,S10,1391
88086,Buick,Hearse,5620
88091,Pontiac,Grand Am,6244
88095,Chevrolet,Lumina,5949
88097,Dodge,Ram Van 2500,2813
88140,Dodge,Ram 1500,6005
88172,Ford,F250,1718
88176,Nissan,300ZX,5538
88182,Subaru,Forester,322
88187,Kia,Rio,826
88187,Mercury,Grand Marquis,5919
88187,Suzuki,Sidekick,6118
88223,Mercedes-Benz,C-Class,3706
88225,Geo,Prizm,1953
88235,Oldsmobile,Toronado,5553
88246,Volkswagen,Corrado,7612
88247,Lotus,Elise,7570
88261,Audi,S5,3686
88272,Lexus,ES,7395
88275,Dodge,Charger,7767
88289,Nissan,Pathfinder,6691
88309,Morgan,Aero 8,811
88313,Mercedes-Benz,SLK-Class,3828
88315,Mazda,MX-5,3236
88321,Chevrolet,Silverado,6068
88325,Lincoln,MKS,4379
88341,BMW,1 Series,1634
88342,Ferrari,FF,1267
88354,Audi,90,3085
88363,Nissan,Frontier,4290
88367,Toyota,Corolla,515
88372,BMW,Z4,7949
88379,Ford,Mustang,5110
88396,Acura,RDX,693
88397,Mitsubishi,Truck,417
88403,Honda,CR-V,7531
88425,Plymouth,Colt,404
88427,Nissan,240SX,5179
88444,Buick,LaCrosse,6055
88471,Mercury,Sable,4043
88472,Toyota,Solara,3757
88477,Scion,xD,5017
88496,Mitsubishi,3000GT,6053
88516,Saturn,Outlook,5050
88520,GMC,Savana 1500,1
88522,Chevrolet,Cavalier,2969
88535,Kia,Spectra,2674
88548,Mitsubishi,Pajero,1927
88550,GMC,Rally Wagon 2500,6103
88553,Ford,LTD Crown Victoria,6242
88569,Chevrolet,Tahoe,5696
88570,Pontiac,Sunbird,2115
88574,Mazda,626,3741
88595,Ford,Escort,507
88595,Chevrolet,Cavalier,2837
88599,Dodge,Grand Caravan,6330
88605,Audi,riolet,6805
88616,Lincoln,Navigator,5735
88624,GMC,Yukon XL 1500,722
88681,Buick,Terraza,7084
88703,Toyota,Previa,1594
88728,Ford,Probe,7665
88750,Acura,MDX,7892
88777,Buick,LeSabre,1039
88796,Oldsmobile,Alero,2531
88803,Toyota,RAV4,4437
88811,BMW,M Roadster,2644
88823,Chevrolet,Suburban 1500,1346
88831,Mercury,Sable,6438
88833,Chevrolet,Cavalier,7512
88856,Lexus,SC,1458
88863,Ford,F250,4486
88891,BMW,Alpina B7,2835
88896,Mercedes-Benz,M-Class,7468
88909,Mercury,Cougar,6108
88910,Saturn,S-Series,2052
88918,Eagle,Vision,2059
88936,Mercury,Milan,7062
88944,Nissan,Rogue,621
88964,Ford,Expedition,485
88965,Chevrolet,1500,1730
88965,Ford,Flex,3193
88970,Subaru,Outback,2530
88978,Mitsubishi,Galant,849
88994,Ford,Mustang,7290
88998,Ford,E150,7746
89012,Dodge,Dakota Club,6544
89028,Infiniti,QX,6143
89040,Toyota,Venza,3827
89050,Dodge,Ram Van 2500,6970
89074,BMW,X5 M,522
89081,Ford,EXP,7060
89092,Buick,LeSabre,6227
89130,Toyota,4Runner,677
89134,Infiniti,I,6485
89137,Honda,Odyssey,4851
89143,Bentley,Continental Super,3738
89163,Suzuki,Swift,4358
89164,Land Rover,Discovery,484
89192,Nissan,Sentra,868
89200,Toyota,Tacoma,7259
89202,Honda,Accord,2219
89205,Honda,S2000,2939
89230,Lexus,IS,5102
89240,Saab,9000,1061
89262,Porsche,911,5465
89277,Hyundai,Azera,3614
89298,Mazda,Protege,3143
89300,Dodge,Avenger,2685
89309,Kia,Carens,7923
89317,Isuzu,Space,4196
89331,Mazda,Tribute,7451
89342,Ford,Tempo,5337
89346,Smart,Fortwo,1277
89383,Buick,LeSabre,6460
89412,Pontiac,Firefly,2463
89465,Scion,xD,5528
89466,Cadillac,STS-V,1928
89472,Pontiac,Grand Am,4133
89484,Dodge,Neon,1774
89502,BMW,M6,7921
89525,BMW,6 Series,6304
89534,Lexus,SC,6238
89542,Toyota,Solara,3889
89580,Volvo,C70,2051
89591,Mercedes-Benz,S-Class,3528
89611,Mercedes-Benz,500E,4901
89630,Honda,Element,760
89647,Mazda,MPV,4636
89648,Mercedes-Benz,SL-Class,7836
89650,Ford,E-Series,3772
89651,Honda,S2000,6543
89655,Jeep,Wrangler,4331
89658,Mercury,Mountaineer,6038
89660,Honda,Odyssey,7365
89663,Pontiac,6000,4518
89672,Chevrolet,Silverado 2500,5255
89698,Infiniti,G,5115
89703,Buick,Century,7323
89745,Isuzu,Hombre,2210
89765,Jeep,Commander,630
89791,Dodge,Ram Van 3500,3386
89805,Pontiac,G6,6762
89810,Mazda,CX-7,5535
89812,Saab,9-5,4554
89816,GMC,Sierra 1500,1317
89843,Dodge,Dakota,5612
89860,Mitsubishi,Tredia,6350
89863,Mitsubishi,Pajero,6431
89864,Kia,Rio,7357
89881,GMC,Envoy,2605
89887,Chevrolet,Cruze,2427
89891,Honda,Odyssey,2420
89892,Audi,Quattro,904
89895,Honda,Civic,4102
89904,GMC,Savana 3500,3765
89906,Scion,xD,21
89924,Lotus,Esprit,4199
89927,Pontiac,Grand Prix,7666
89948,Porsche,944,6199
89961,Mazda,Protege,5995
89975,Oldsmobile,88,5146
89987,Chevrolet,Blazer,2645
90019,Volkswagen,Golf,3538
90040,GMC,Sierra 1500,282
90056,Lamborghini,Murciélago,1465
90075,Oldsmobile,Bravada,161
90078,GMC,Yukon XL 2500,5897
90123,BMW,X3,4448
90144,Kia,Sportage,1686
90153,Volkswagen,Passat,6181
90156,Chevrolet,TrailBlazer,2482
90157,Hummer,H3,1793
90184,Hyundai,Santa Fe,1699
90186,Ford,F150,7345
90187,Volkswagen,Passat,4316
90193,MINI,Clubman,6598
90195,Mazda,MX-5,6497
90207,Infiniti,FX,1252
90216,Honda,Insight,4979
90219,Lincoln,MKZ,1725
90225,Ford,GT500,4397
90239,Subaru,Outback,1507
90242,Kia,Spectra5,7850
90244,Kia,Sorento,7660
90248,Subaru,Forester,2526
90268,Dodge,Caravan,4081
90296,Rolls-Royce,Phantom,2148
90300,Honda,Odyssey,6163
90310,Toyota,Sequoia,1923
90318,Buick,Riviera,554
90329,Volvo,V50,2767
90330,GMC,Rally Wagon 3500,5175
90335,Nissan,Versa,2910
90340,Saturn,S-Series,1248
90351,Audi,90,4333
90362,Lexus,ES,1019
90365,Kia,Optima,4569
90380,Lexus,LX,4957
90391,Subaru,Leone,3091
90402,Suzuki,Forenza,3669
90413,Kia,Soul,6463
90440,Honda,Pilot,7250
90480,Mazda,Navajo,5904
90482,Toyota,RAV4,2861
90505,Chevrolet,Suburban 2500,7152
90511,Honda,Civic,6018
90517,Suzuki,XL-7,4423
90548,Toyota,Sequoia,7821
90576,Dodge,Intrepid,3867
90581,Mercury,Sable,6311
90589,Pontiac,Firebird,1856
90599,Dodge,Ram 1500,5856
90605,BMW,5 Series,5769
90625,Pontiac,Firebird,6981
90629,Aston Martin,Vanquish S,2768
90629,Suzuki,Vitara,6740
90630,Dodge,Nitro,1497
90637,Buick,LeSabre,4295
90646,Mercedes-Benz,G-Class,27
90647,Mazda,MPV,669
90660,Buick,Century,6786
90670,Mercedes-Benz,M-Class,5300
90675,Lincoln,Town Car,4565
90697,Acura,NSX,2282
90706,Chevrolet,Colorado,3730
90711,Buick,Century,600
90733,Saab,900,7390
90748,Mercedes-Benz,G55 AMG,5539
90773,Lincoln,Town Car,3672
90783,Pontiac,GTO,1268
90790,Chevrolet,Venture,5820
90792,Nissan,Quest,4699
90810,Pontiac,Grand Prix,326
90814,Infiniti,Q,5570
90819,Buick,Skyhawk,5940
90827,Scion,tC,4929
90829,Lexus,LS,7668
90843,Cadillac,CTS-V,5798
90851,Mazda,Familia,2100
90857,Nissan,Frontier,2163
90864,Ford,F-Series,3520
90867,Hyundai,Azera,3937
90867,Acura,ZDX,4281
90883,Lincoln,Continental,7255
90897,Toyota,Corolla,6100
90904,Ford,Festiva,367
90911,Ford,Excursion,6476
90919,Audi,A4,2037
90970,Dodge,Ram Van 2500,2888
90985,Chrysler,Town & Country,7112
90989,Honda,Accord Crosstour,2462
91011,Hyundai,Genesis Coupe,6447
91030,Ford,Ranger,5844
91034,GMC,Sierra 3500,1908
91039,Bentley,Continental GTC,1629
91049,Mercedes-Benz,C-Class,7109
91060,Ford,Crown Victoria,999
91066,Ford,F150,965
91067,Mitsubishi,Chariot,4872
91074,Audi,riolet,6653
91098,Lincoln,Town Car,1758
91118,Ford,Explorer Sport Trac,5154
91122,Honda,Accord,867
91132,Chrysler,Cirrus,4271
91151,Porsche,911,72
91176,Volvo,960,31
91205,GMC,Savana 3500,7051
91217,Subaru,Brat,5486
91240,Hummer,H3,7336
91245,GMC,Jimmy,2127
91262,Toyota,Paseo,7721
91267,Toyota,Tundra,6127
91270,Dodge,Nitro,2235
91277,Lamborghini,Gallardo,5191
91305,Ford,Laser,4809
91306,Ford,Aerostar,7542
91313,Volkswagen,New Beetle,381
91314,Aston Martin,DBS,652
91329,Chevrolet,Suburban 1500,1794
91364,Dodge,Charger,1570
91405,Mercedes-Benz,E-Class,468
91414,Volvo,XC70,4293
91435,Toyota,Camry,6421
91448,Toyota,Tundra,1582
91485,MINI,Cooper,3047
91502,Hyundai,Santa Fe,5498
91524,Ford,F-Series,3227
91525,Ford,LTD Crown Victoria,3512
91543,Aston Martin,Vanquish S,399
91551,Porsche,944,3941
91553,Mercedes-Benz,C-Class,4955
91566,Porsche,944,1102
91574,Mitsubishi,Expo,5674
91591,Mitsubishi,Mirage,2122
91608,Mercury,Cougar,6249
91625,Plymouth,Neon,6177
91634,Volvo,V40,2061
91636,Mitsubishi,Truck,5655
91645,Volkswagen,Fox,4006
91665,Toyota,4Runner,2807
91669,Infiniti,G,3926
91676,GMC,Rally Wagon G3500,5452
91687,Audi,S8,3271
91713,Ford,Mustang,7120
91720,Nissan,240SX,186
91730,Chevrolet,Caprice,2734
91736,Chevrolet,Suburban 2500,6783
91742,Mercedes-Benz,E-Class,2078
91756,Infiniti,I,7543
91760,Chevrolet,Venture,2428
91761,Lincoln,MKZ,1631
91772,Mitsubishi,Montero,342
91782,Honda,Odyssey,2956
91787,Kia,Rio,505
91791,Acura,MDX,7206
91801,Nissan,Altima,2070
91822,GMC,2500,3102
91824,GMC,Vandura 3500,6962
91825,Bentley,Continental GT,1705
91827,GMC,Acadia,950
91833,Honda,Crosstour,3863
91834,Bentley,Arnage,4050
91857,Toyota,Camry,716
91857,Mercedes-Benz,SLK-Class,2015
91888,Ford,Ranger,4447
91890,Jeep,Commander,6278
91904,Cadillac,Escalade EXT,4136
91909,Chevrolet,Corvette,5970
91925,Volkswagen,Touareg,2859
91941,BMW,M Roadster,2561
91944,Audi,S8,7593
91945,Audi,Q7,578
91951,Land Rover,Range Rover Classic,1395
91963,GMC,Sierra 3500,5204
91966,Chevrolet,HHR Panel,5038
91977,Dodge,Intrepid,1212
91988,Jaguar,XJ Series,5358
91995,Nissan,Versa,6871
92000,BMW,3 Series,4910
92011,Dodge,Ramcharger,1052
92024,Volkswagen,Passat,1001
92036,Volvo,C70,3815
92036,Saab,9000,5853
92055,Mercury,Mystique,4758
92071,BMW,750,7678
92079,Buick,Regal,4420
92082,Pontiac,Grand Am,571
92082,Mazda,RX-8,2735
92094,BMW,525,5681
92127,Ford,Explorer,4570
92162,Cadillac,SRX,2527
92186,Infiniti,G37,6321
92192,Subaru,Tribeca,7838
92206,GMC,1500 Club Coupe,467
92222,Volvo,XC90,4389
92226,Toyota,Camry Solara,2872
92239,Subaru,Forester,5708
92245,Chevrolet,Caprice,6731
92248,Chevrolet,Cobalt,6516
92281,Alfa Romeo,Spider,4428
92295,Dodge,Caravan,6189
92312,GMC,Yukon,891
92331,Audi,A6,1653
92336,Toyota,Sequoia,6672
92367,Jeep,Patriot,3853
92368,BMW,X5,3576
92379,Ford,Taurus,4045
92388,Kia,Sorento,2478
92388,Ford,Freestar,3303
92389,Plymouth,Laser,1398
92405,GMC,Sierra 2500,5805
92410,Mercury,Marquis,7789
92422,Saturn,Ion,789
92438,GMC,Sonoma,5259
92467,Dodge,Ram Van 1500,3287
92474,GMC,Envoy,1423
92476,Mercury,Cougar,917
92483,Ford,Crown Victoria,300
92499,Hyundai,Sonata,6175
92508,Infiniti,G37,7332
92519,Chevrolet,Malibu,4882
92527,BMW,6 Series,7446
92530,Morgan,Aero 8,5792
92542,Ford,Laser,5051
92547,Pontiac,Montana SV6,3922
92567,Lincoln,Navigator,1712
92569,BMW,3 Series,7025
92576,Chevrolet,Tracker,1112
92578,BMW,X6 M,7696
92592,Toyota,Yaris,2232
92604,Mitsubishi,GTO,1259
92619,Mazda,CX-7,3191
92619,Acura,MDX,5353
92620,Mazda,929,5
92621,Mitsubishi,Montero,1539
92629,BMW,Z3,3293
92632,Jaguar,XK Series,5081
92632,Audi,100,5395
92645,Nissan,Cube,3980
92650,GMC,Savana 3500,5852
92654,Hyundai,Elantra,858
92659,Chevrolet,Suburban 1500,4751
92660,Mercedes-Benz,E-Class,4735
92670,Acura,MDX,6596
92681,Chevrolet,Corvette,7438
92696,Cadillac,XLR-V,3758
92697,Buick,Park Avenue,456
92711,Volkswagen,Golf,3604
92722,Nissan,Cube,2602
92759,Honda,S2000,5571
92768,Toyota,Avalon,1478
92768,Maserati,GranTurismo,5449
92879,Buick,Rainier,4639
92884,Suzuki,Vitara,4980
92924,Dodge,Durango,2864
92937,Mitsubishi,GTO,3492
92953,Volvo,S60,4482
92956,Isuzu,Stylus,3071
92964,Kia,Amanti,4241
92976,Ford,Explorer,1108
93001,Nissan,Cube,5855
93005,Chevrolet,S10 Blazer,1924
93014,GMC,Savana 3500,921
93022,Mazda,MX-3,492
93022,Toyota,Previa,6571
93040,Dodge,D350,721
93043,Mercedes-Benz,CL-Class,7790
93052,Jaguar,S-Type,7595
93056,Toyota,Corolla,1537
93065,Ford,F150,7744
93079,Audi,S4,6290
93082,Acura,CL,6537
93096,Nissan,Cube,4912
93097,Dodge,Ram 2500,4618
93098,Cadillac,SRX,3033
93120,Nissan,240SX,821
93139,Mercedes-Benz,SL-Class,2903
93145,Audi,A3,6964
93146,Chrysler,Sebring,4852
93172,Ford,F250,1336
93175,Ford,Windstar,3624
93184,Pontiac,Gemini,3089
93207,Chevrolet,Express 1500,231
93208,Volkswagen,Golf,931
93210,Ford,Club Wagon,50
93229,Volkswagen,Jetta,517
93237,Ford,F350,2492
93255,Lotus,Elan,5117
93260,GMC,Sierra 1500,2885
93278,GMC,Sierra 3500,2327
93286,Kia,Sedona,5920
93304,Scion,xB,692
93306,Audi,A3,6938
93319,Cadillac,XLR,7107
93329,Acura,TSX,1364
93343,Ford,F-Series,639
93360,Buick,LeSabre,7292
93364,Ford,Taurus,997
93382,Volkswagen,Cabriolet,5929
93382,Oldsmobile,Ciera,7895
93386,Nissan,Altima,518
93386,Pontiac,Grand Am,5756
93399,Pontiac,Bonneville,6802
93404,Ford,E-350 Super Duty,7680
93413,BMW,5 Series,5099
93415,Cadillac,Eldorado,1064
93429,Nissan,Altima,4054
93445,Ford,Expedition,6976
93446,Kia,Rio,66
93462,Audi,A5,1477
93463,Toyota,FJ Cruiser,5410
93470,Mazda,Millenia,1402
93475,BMW,M3,3714
93486,Infiniti,G35,3594
93494,Mercedes-Benz,500E,4841
93494,Mitsubishi,Raider,7161
93502,Mercury,Topaz,5969
93504,Mitsubishi,Galant,6081
93520,Lamborghini,Diablo,3531
93521,Mitsubishi,3000GT,7565
93523,Honda,Accord,4798
93552,GMC,1500 Club Coupe,7710
93569,Buick,Roadmaster,3813
93575,Ford,Mustang,7787
93608,Lexus,SC,5285
93620,Volkswagen,Golf,2439
93643,Pontiac,6000,777
93643,Ford,Excursion,2831
93659,Jeep,Cherokee,6748
93667,Suzuki,Vitara,7320
93678,GMC,2500,410
93683,Ford,Econoline E150,5765
93732,Pontiac,Aztek,4757
93743,GMC,Yukon Denali,5976
93758,BMW,3 Series,7969
93765,Ford,Econoline E350,2206
93774,Mercury,Mountaineer,4778
93780,Subaru,Forester,6688
93788,Mercury,Capri,934
93790,GMC,Safari,7298
93795,Chevrolet,2500,3707
93803,Ford,Escort,6003
93829,Suzuki,Swift,7100
93834,Volvo,XC90,2863
93839,Mazda,Miata MX-5,1180
93839,Oldsmobile,Bravada,6630
93868,Volkswagen,R32,559
93910,GMC,Envoy XL,4087
93915,Nissan,Quest,6076
93923,Toyota,RAV4,5660
93944,Mercedes-Benz,300E,16
93951,Chevrolet,Silverado 3500,7618
93955,Hyundai,Genesis Coupe,5581
93965,Porsche,Boxster,7815
93967,Ford,F350,2221
93981,Mercedes-Benz,SLR McLaren,7579
93998,BMW,600,295
94001,Dodge,Colt,4307
94003,Hyundai,Sonata,2096
94007,Volkswagen,Corrado,4665
94022,Jeep,Wrangler,4703
94031,GMC,Canyon,5355
94032,Dodge,Caravan,4517
94041,Ford,Model T,5309
94054,Chevrolet,Suburban 2500,1106
94056,Mercedes-Benz,600SEC,4701
94073,Mitsubishi,Lancer Evolution,1191
94094,Maserati,GranSport,6733
94098,Buick,Terraza,3427
94114,Maybach,57,2107
94138,Volvo,C70,1041
94141,Plymouth,Voyager,5360
94161,BMW,5 Series,7008
94173,Dodge,Grand Caravan,6355
94173,GMC,Sierra 2500HD,6434
94189,Ford,E150,5496
94201,Ford,F250,5753
94204,Chevrolet,Cobalt,6324
94221,BMW,645,7092
94222,Chevrolet,Express,3956
94224,Ferrari,430 Scuderia,5126
94225,Acura,TSX,7034
94239,Suzuki,Esteem,302
94264,Ford,Explorer,6535
94289,Mazda,626,3181
94297,Lexus,RX,4908
94306,Chevrolet,Volt,3323
94319,Saturn,Sky,768
94322,Audi,A8,2405
94332,BMW,Z4 M Roadster,4902
94355,Ford,F250,1225
94365,GMC,Yukon,918
94366,GMC,Yukon XL 1500,4341
94378,Dodge,D250,2800
94393,Suzuki,Samurai,6161
94401,BMW,8 Series,4832
94427,Infiniti,EX,6015
94440,Mercury,Grand Marquis,3392
94459,Maserati,Quattroporte,204
94475,Oldsmobile,Alero,975
94477,Mazda,B-Series,4895
94481,Volkswagen,Golf,3277
94493,Honda,Accord,4105
94498,GMC,Savana 2500,4917
94501,Saturn,Sky,3771
94511,Mercury,Capri,2921
94520,Lexus,GS,3822
94522,Chevrolet,Venture,3579
94536,Honda,S2000,1985
94561,GMC,Savana 2500,3687
94561,Buick,Roadmaster,7069
94567,Ford,E150,4320
94567,Chrysler,300,7749
94573,Toyota,Sequoia,3983
94600,Cadillac,Escalade,1575
94612,Infiniti,QX,3456
94615,Chevrolet,Beretta,7415
94697,Ford,F-Series,776
94703,GMC,Yukon XL 1500,4464
94712,Toyota,Camry Solara,1589
94726,Volvo,V70,7208
94732,Chevrolet,Malibu,7179
94753,GMC,Yukon,6250
94760,Hyundai,Tucson,7915
94776,Oldsmobile,Ciera,6346
94776,BMW,6 Series,7134
94790,Hyundai,Santa Fe,7056
94799,Volkswagen,GTI,3127
94829,Mercury,Topaz,7601
94843,Mercedes-Benz,SL-Class,1562
94843,Chevrolet,Equinox,2404
94846,Lamborghini,Diablo,2622
94853,Chevrolet,Silverado 1500,6862
94865,Jaguar,XK Series,7913
94894,Ford,Econoline E350,2509
94904,Honda,Civic,2669
94905,Buick,Rainier,4881
94906,Saab,9-5,7103
94914,Mazda,Protege,7987
94917,Mazda,MX-5,6636
94917,Chevrolet,Express,7937
94923,Nissan,Xterra,6680
94938,Volkswagen,rio,426
94947,Ford,Explorer Sport,1307
94961,Mitsubishi,Eclipse,2303
94965,GMC,Rally Wagon 2500,7830
94980,Nissan,Quest,5779
95043,Bentley,Continental GTC,3260
95043,Kia,Optima,6890
95067,Mitsubishi,Mighty Max,5302
95075,Dodge,Ram 1500 Club,3550
95084,Pontiac,Torrent,5536
95094,Daihatsu,Charade,1013
95110,Pontiac,Montana,1767
95114,Ford,F250,5598
95116,Lamborghini,Murciélago,825
95122,Ford,Ranger,5691
95127,Nissan,Pathfinder,853
95128,Dodge,Ram 3500,494
95132,Infiniti,QX,2577
95162,Pontiac,Trans Sport,4251
95178,Toyota,FJ Cruiser,39
95185,Chrysler,LHS,2651
95188,Ford,F150,305
95190,Chevrolet,Equinox,6482
95204,Nissan,Cube,7428
95212,Nissan,Quest,3200
95221,Ford,Flex,4374
95234,Dodge,Ram 1500,1764
95266,Chevrolet,Camaro,5267
95280,Cadillac,Escalade,988
95318,Ford,GT,3291
95328,Acura,CL,7082
95355,Ford,Explorer Sport Trac,4505
95356,Ford,E150,1294
95358,Infiniti,G,516
95387,Spyker,C8 Laviolette,4445
95442,Volkswagen,Jetta,5220
95448,Lotus,Elise,2169
95460,Dodge,Ram 1500 Club,179
95468,BMW,3 Series,7571
95483,Nissan,Datsun/Nissan Z-car,3393
95511,Mazda,Familia,2146
95529,Buick,Park Avenue,5209
95538,Volkswagen,Eurovan,7408
95568,Lincoln,Continental Mark VII,5386
95577,Porsche,Cayenne,5223
95586,Saturn,VUE,6916
95596,BMW,760,33
95603,Saturn,Aura,259
95605,Chevrolet,Astro,6716
95607,Ford,E-Series,5767
95610,MINI,Cooper,5633
95614,Dodge,Dakota,2236
95614,Pontiac,Grand Prix,3510
95622,Lexus,LS,1521
95630,Nissan,Rogue,2778
95630,BMW,5 Series,6817
95632,Cadillac,Eldorado,3059
95637,Toyota,Solara,2281
95648,Mercedes-Benz,SLK-Class,2926
95662,Volvo,S40,5502
95669,MINI,MINI,1134
95672,Infiniti,G35,3133
95714,Audi,S5,7788
95718,Subaru,Impreza,1587
95720,Dodge,Grand Caravan,6708
95722,Pontiac,Bonneville,6009
95735,Toyota,Tacoma,5469
95752,BMW,M6,5261
95776,BMW,5 Series,5810
95777,Volkswagen,Jetta,106
95777,Ford,LTD Crown Victoria,6101
95781,GMC,Rally Wagon G3500,2879
95787,Pontiac,Grand Prix,5523
95789,Nissan,350Z Roadster,1977
95820,Nissan,Rogue,6048
95828,Morgan,Aero 8,1451
95838,Mitsubishi,Galant,374
95851,Infiniti,JX,6413
95857,Mazda,B-Series,3077
95859,Pontiac,1000,673
95861,Acura,Integra,1891
95880,Porsche,911,3215
95883,BMW,7 Series,7335
95887,Aston Martin,DBS,1334
95917,Suzuki,Sidekick,6090
95922,Lincoln,Navigator,7546
95922,Saab,9-3,7953
95928,Chrysler,Imperial,2918
95935,GMC,2500,1991
95958,GMC,Savana 3500,2678
95984,Mercedes-Benz,300D,5322
96005,Ford,Taurus,488
96017,Chevrolet,Avalanche,545
96028,Honda,Element,5196
96063,Lexus,IS,5780
96067,GMC,Yukon,3062
96084,GMC,Suburban 2500,2593
96085,Chevrolet,Colorado,6401
96107,Ford,F250,4018
96112,Mitsubishi,Diamante,2161
96117,Hyundai,Entourage,5813
96127,Volkswagen,Golf,4877
96146,BMW,M3,6832
96151,GMC,1500 Club Coupe,7026
96154,Isuzu,Space,4722
96166,Ford,Mustang,2287
96193,Audi,TT,5330
96196,Oldsmobile,Intrigue,4380
96204,GMC,Vandura G3500,3933
96232,Chrysler,Pacifica,2261
96240,Mitsubishi,Mirage,1432
96248,GMC,Acadia,6287
96255,Chevrolet,Silverado 2500,6398
96274,Nissan,200SX,3210
96280,Infiniti,G,3466
96280,Dodge,Ram Van 3500,7465
96287,Land Rover,Discovery,6799
96303,Toyota,Solara,957
96310,Chrysler,Town & Country,4036
96312,Pontiac,Bonneville,1442
96328,Hyundai,Entourage,2508
96332,Hyundai,Sonata,642
96333,Pontiac,Safari,818
96338,Plymouth,Neon,3589
96338,Dodge,Charger,4439
96352,Nissan,Maxima,1934
96354,Mercedes-Benz,R-Class,1164
96356,Land Rover,Freelander,4294
96362,Plymouth,Voyager,2750
96366,Saab,9-3,6469
96367,Honda,Accord,5406
96378,Land Rover,Range Rover,7279
96378,Audi,S4,7629
96395,Pontiac,1000,7791
96398,Mercedes-Benz,E-Class,1941
96406,Toyota,4Runner,7769
96434,Buick,Hearse,5781
96449,Honda,S2000,4606
96485,Ford,Mustang,2908
96499,Mercury,Mariner,5061
96499,Mercury,Grand Marquis,5397
96502,Dodge,D350 Club,1940
96519,Mercury,Mariner,4302
96530,GMC,Yukon XL 2500,2892
96546,Mercedes-Benz,300CE,1100
96549,Dodge,Viper,6666
96587,Nissan,Quest,3185
96614,Ford,Econoline E350,6272
96619,Chevrolet,Classic,5097
96623,Mitsubishi,Outlander,2928
96640,Maserati,Spyder,6800
96668,Subaru,Alcyone SVX,3883
96706,Toyota,4Runner,2620
96709,Chevrolet,Corvette,6380
96712,Jeep,Grand Cherokee,4368
96712,Suzuki,Swift,4430
96722,Mitsubishi,Eclipse,2588
96723,Toyota,Yaris,5016
96729,Ford,Aspire,5611
96731,Acura,Integra,1762
96770,Dodge,Ram 3500,4878
96771,Nissan,Murano,2291
96773,Acura,Integra,4066
96775,Chevrolet,Silverado 1500,53
96775,Ford,Taurus,4858
96803,Honda,Civic,4848
96828,Saab,9000,6301
96855,Acura,NSX,4038
96872,GMC,Envoy,1769
96879,Cadillac,Escalade EXT,4579
96886,Suzuki,Grand Vitara,2917
96932,Ford,Taurus,2701
96934,Mercedes-Benz,300SE,4863
96940,Honda,Accord,2399
96954,Dodge,Challenger,2118
96967,Volvo,S60,3595
96974,Volkswagen,Touareg,6812
96983,Volkswagen,New Beetle,2844
96995,Maserati,Gran Sport,7283
97003,Chevrolet,Corvette,7340
97004,Suzuki,Grand Vitara,59
97004,Audi,5000S,558
97060,Infiniti,M,3344
97066,Porsche,911,594
97068,Toyota,Highlander,6235
97089,Ford,Edge,3244
97092,Lamborghini,Diablo,6056
97094,Subaru,BRZ,1131
97108,Mercedes-Benz,GLK-Class,1939
97120,Hyundai,Accent,3553
97139,Volkswagen,Eurovan,4340
97141,Volkswagen,Cabriolet,2652
97142,Hyundai,Sonata,76
97153,GMC,Savana 2500,929
97156,Dodge,Ram 2500,969
97163,Subaru,Legacy,1208
97166,Cadillac,SRX,5396
97171,Mitsubishi,Expo LRV,5268
97175,GMC,Savana 3500,1999
97177,Toyota,Previa,7236
97182,Honda,Pilot,5650
97184,Saab,9-7X,996
97184,Chevrolet,G-Series G10,3486
97184,Volkswagen,GTI,6584
97190,Dodge,Charger,1777
97197,Honda,Prelude,2592
97207,Buick,Regal,252
97222,GMC,Envoy,2168
97231,Cadillac,Catera,5183
97235,Mitsubishi,Expo,5638
97246,Audi,5000CS,3239
97248,Mercedes-Benz,E-Class,4750
97268,Chevrolet,Malibu,1665
97270,Lexus,ES,4121
97287,Toyota,Sienna,864
97293,Saturn,L-Series,7153
97294,Mercury,Mariner,2858
97314,BMW,Alpina B7,6225
97317,GMC,Vandura 3500,2311
97336,Dodge,Ram Van 3500,6760
97340,GMC,1500,2853
97340,Lotus,Elan,4999
